ID,score
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_1_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,7
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,7
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,6
nl_2_0001000,7
nl_2_0001000,7
nl_2_0001000,7
nl_2_0001000,6
nl_2_0001000,7
nl_2_0001000,7
nl_2_0001000,6
nl_2_0001000,7
nl_2_0001000,7
nl_2_0001000,7
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_3_0001000,6
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_4_0001000,3
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_5_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_6_0001000,6
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_7_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
nl_8_0001000,3
