ID,score
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,5
nl_1_1000000,5
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,5
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,5
nl_1_1000000,6
nl_1_1000000,6
nl_1_1000000,6
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,5
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,4
nl_2_1000000,5
nl_2_1000000,5
nl_2_1000000,4
nl_2_1000000,4
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_3_1000000,5
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,3
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,3
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_4_1000000,2
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_5_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,4
nl_6_1000000,4
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,4
nl_6_1000000,5
nl_6_1000000,4
nl_6_1000000,5
nl_6_1000000,4
nl_6_1000000,4
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,4
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,4
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_6_1000000,5
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_7_1000000,4
nl_8_1000000,3
nl_8_1000000,3
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,3
nl_8_1000000,3
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,3
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,3
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,4
nl_8_1000000,3
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_9_1000000,5
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_10_1000000,4
nl_11_1000000,4
nl_11_1000000,3
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,3
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_11_1000000,4
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_12_1000000,5
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_13_1000000,3
nl_14_1000000,3
nl_14_1000000,3
nl_14_1000000,3
nl_14_1000000,3
nl_14_1000000,3
