ID,W1
nl_1,1.0
nl_2,1.9666666666666668
nl_3,0.0
nl_4,2.0
nl_5,1.0
nl_6,0.0
nl_7,0.0
nl_8,4.0
nl_9,2.0
nl_10,0.0
nl_11,1.9666666666666668
nl_12,2.0
nl_13,0.9
nl_14,1.7
nl_15,1.1333333333333333
nl_16,5.0
nl_17,2.0
nl_18,0.06666666666666665
nl_19,3.6999999999999997
nl_20,0.16666666666666663
nl_21,1.0
nl_22,0.1333333333333333
nl_23,0.0
nl_24,0.03333333333333333
nl_25,0.0
nl_26,1.7666666666666666
nl_27,0.0
nl_28,1.0
nl_29,1.4
nl_30,5.0
es_1,1.8333333333333335
es_2,0.0
es_3,0.0
es_4,0.16666666666666666
es_5,4.066666666666666
es_6,3.0
es_7,3.0
es_8,1.8666666666666667
es_9,5.0
es_10,2.0
es_11,5.0
es_12,2.1666666666666665
es_13,0.26666666666666666
es_14,4.0
es_15,4.766666666666667
es_16,4.0
es_17,2.066666666666667
es_18,0.5666666666666667
es_19,5.0
es_20,2.0
es_21,0.03333333333333333
es_22,0.0
es_23,0.9
es_24,0.0
de_1,2.0
de_2,2.0
de_3,1.0
de_4,2.0
de_5,4.0
de_6,2.0
de_7,2.9333333333333336
de_8,0.0
de_9,5.0
de_10,1.8666666666666667
de_11,2.066666666666667
de_12,2.0
de_13,2.0
de_14,2.0
de_15,2.0
de_16,2.0
de_17,2.0
de_18,2.8666666666666667
de_19,0.13333333333333333
de_20,1.5666666666666667
de_21,4.0
de_22,0.033333333333333326
de_23,2.0
de_24,4.0
de_25,5.0
de_26,4.0
de_27,0.06666666666666665
de_28,0.0
de_29,1.9333333333333333
de_30,3.0
de_31,1.6
de_32,4.666666666666667
de_33,1.0
de_34,2.0
de_35,1.0
de_36,3.6333333333333333
de_37,0.0
de_38,1.0
pl_1,4.0
pl_2,1.8
pl_3,3.066666666666667
pl_4,2.0
pl_5,2.2333333333333334
pl_6,2.8666666666666667
pl_7,1.1666666666666665
pl_8,1.9666666666666668
pl_9,1.2
pl_10,1.0
pl_11,0.0
pl_12,2.8666666666666667
pl_13,4.0
pl_14,2.6333333333333333
pl_15,1.4666666666666668
pl_16,1.0333333333333332
pl_17,2.0
pl_18,0.0
pl_19,1.0
pl_20,3.2666666666666666
hu_1,3.9333333333333336
hu_2,2.0
hu_3,3.0
hu_4,0.0
hu_5,0.0
hu_6,0.0
hu_7,4.0
hu_8,0.0
hu_9,0.9333333333333333
hu_10,2.0
hu_11,0.03333333333333333
hu_12,0.0
hu_13,5.033333333333333
hu_14,2.0
hu_15,5.0
hu_16,2.9
hu_17,3.0
hu_18,2.2
hu_19,2.0
hu_20,1.0
hu_21,1.0
hu_22,0.0
hu_23,1.0
hu_24,1.9
hu_25,1.5333333333333332
hu_28,4.633333333333333
hu_29,2.0
hu_30,2.0
hu_31,2.0
hu_32,1.1666666666666665
hu_33,2.9333333333333336
hu_34,1.6
hu_36,2.0
hu_37,4.0
hu_38,4.0
hu_39,4.0
hu_40,1.9333333333333333
it_1,4.0
it_2,2.1666666666666665
it_3,2.066666666666667
it_4,0.9333333333333333
it_5,0.0
it_6,2.0
it_7,3.0
it_8,4.0
it_9,5.0
it_10,3.9333333333333336
it_11,4.0
it_12,3.0
it_13,0.0
it_14,2.7
it_15,1.4
it_16,1.7333333333333334
it_17,4.366666666666667
it_18,1.1666666666666665
it_19,2.0
it_20,2.0
it_21,2.0
it_22,0.0
it_23,2.8333333333333335
it_24,2.1333333333333333
it_25,4.0
it_26,2.0
it_27,2.0
it_28,2.0
it_29,2.0
it_30,2.0
ch_18,0.0
ch_19,3.6
ch_20,2.0
ch_21,3.0
ch_22,4.0
ch_23,3.0
ch_24,2.0
ch_25,0.6666666666666667
ch_26,1.3333333333333335
ch_27,2.0
ch_28,0.6666666666666666
ch_29,5.0
ch_30,2.0
ch_31,5.0
ch_32,0.0
ch_33,4.0
ch_34,2.0
ch_35,2.0
ch_36,4.0
ch_37,0.9
ch_38,0.0
ch_39,1.0
ch_40,0.1333333333333333
ch_41,0.0
ch_42,1.0
ch_43,1.0
ch_44,0.1333333333333333
ch_45,4.0
ch_46,4.0
ch_47,0.6000000000000001
ch_48,0.0
ch_49,2.333333333333333
ch_50,2.0
ch_51,1.5
ch_52,1.0
ch_53,3.3333333333333335
ch_54,5.0
ch_55,1.4
ch_56,2.0
ch_57,2.0
ch_58,4.966666666666667
ch_59,5.0
ch_0,5.0
ch_1,5.0
ch_2,0.0
ch_3,0.0
ch_4,4.0
ch_5,1.5333333333333332
ch_6,0.0
ch_7,2.0
ch_8,0.0
ch_9,1.2333333333333334
ch_10,4.1
ch_11,2.0
ch_12,2.0
ch_13,0.06666666666666667
ch_14,2.0
ch_15,5.0
ch_16,2.0
ch_17,0.0
