ID,W1
nl_1,1.0
nl_2,0.03333333333333333
nl_3,0.03333333333333333
nl_4,1.8666666666666667
nl_5,0.0
nl_6,0.13333333333333333
nl_7,0.0
nl_8,0.0
nl_9,0.0
nl_10,0.0
nl_11,1.9666666666666668
nl_12,0.0
nl_13,0.16666666666666666
nl_14,0.2333333333333334
nl_15,1.1333333333333333
nl_16,0.0
nl_17,0.0
nl_18,0.9333333333333333
nl_19,2.8
nl_20,0.1333333333333333
nl_21,1.5
nl_22,1.2333333333333334
nl_23,0.0
nl_24,0.0
nl_25,0.0
nl_26,0.0
nl_27,0.0
nl_28,0.0
nl_29,0.4
nl_30,0.0
es_1,0.0
es_2,0.0
es_3,0.0
es_4,0.0
es_5,0.7666666666666667
es_6,0.0
es_7,0.0
es_8,0.0
es_9,0.0
es_10,0.0
es_11,2.0
es_12,0.6000000000000001
es_13,0.3666666666666667
es_14,0.0
es_15,0.0
es_16,0.0
es_17,0.06666666666666667
es_18,0.43333333333333335
es_19,0.0
es_20,0.0
es_21,0.03333333333333333
es_22,0.0
es_23,0.9
es_24,0.0
de_1,0.6000000000000001
de_2,0.0
de_3,1.0
de_4,0.36666666666666664
de_5,0.0
de_6,2.0
de_7,1.0
de_8,1.8666666666666667
de_9,0.0
de_10,0.6666666666666667
de_11,0.0
de_12,2.0
de_13,2.0
de_14,0.1
de_15,0.0
de_16,0.0
de_17,0.0
de_18,2.0
de_19,2.0
de_20,0.0
de_21,0.0
de_22,1.9666666666666668
de_23,0.0
de_24,0.0
de_25,3.0
de_26,0.0
de_27,1.5
de_28,0.0
de_29,0.0
de_30,2.0
de_31,0.6
de_32,1.6666666666666667
de_33,0.0
de_34,0.0
de_35,0.0
de_36,0.0
de_37,0.0
de_38,0.0
pl_1,0.0
pl_2,0.8
pl_3,0.06666666666666665
pl_4,0.0
pl_5,0.0
pl_6,0.06666666666666665
pl_7,0.8333333333333334
pl_8,0.0
pl_9,0.36666666666666664
pl_10,0.0
pl_11,2.3
pl_12,1.0666666666666667
pl_13,0.0
pl_14,0.0
pl_15,1.5333333333333332
pl_16,0.8666666666666666
pl_17,1.4666666666666668
pl_18,0.0
pl_19,0.0
pl_20,0.0
hu_1,0.0
hu_2,0.0
hu_3,0.19999999999999996
hu_4,0.0
hu_5,0.0
hu_6,0.0
hu_7,0.0
hu_8,0.0
hu_9,0.16666666666666663
hu_10,0.0
hu_11,2.0
hu_12,2.0
hu_13,0.0
hu_14,0.0
hu_15,0.8666666666666667
hu_16,0.7333333333333333
hu_17,0.0
hu_18,0.0
hu_20,0.23333333333333328
hu_21,0.0
hu_22,0.0
hu_23,0.7
hu_24,1.9
hu_25,1.0
hu_28,0.5
hu_29,0.0
hu_30,0.0
hu_31,0.26666666666666666
hu_32,0.2
hu_33,0.0
hu_34,0.4
hu_36,0.0
hu_37,0.0
hu_38,0.0
hu_39,0.0
hu_40,0.06666666666666667
it_1,0.0
it_2,0.16666666666666669
it_3,0.0
it_4,0.0
it_5,0.0
it_6,0.0
it_7,0.0
it_8,0.0
it_9,0.0
it_10,0.0
it_11,0.0
it_12,0.0
it_13,0.0
it_14,1.4333333333333333
it_15,2.6
it_16,0.0
it_17,0.26666666666666666
it_18,2.3
it_19,0.0
it_20,0.0
it_21,0.0
it_22,1.0
it_23,0.8333333333333334
it_24,0.2
it_25,0.0
it_26,0.0
it_27,0.0
it_28,0.0
it_29,0.0
it_30,0.0
ch_18,0.0
ch_19,0.5
ch_20,0.0
ch_21,1.0
ch_22,0.0
ch_23,0.0
ch_24,2.0
ch_25,0.3333333333333333
ch_26,0.0
ch_27,0.0
ch_28,0.0
ch_29,2.0
ch_30,0.0
ch_31,0.0
ch_32,1.0
ch_33,1.0
ch_34,0.0
ch_35,0.7333333333333334
ch_36,0.0
ch_37,2.0
ch_38,0.0
ch_39,0.0
ch_40,0.1333333333333333
ch_41,0.0
ch_42,0.3666666666666667
ch_43,1.0
ch_44,0.7666666666666667
ch_45,0.0
ch_46,0.0
ch_47,0.8
ch_48,0.0
ch_49,0.1
ch_50,0.0
ch_51,0.5
ch_52,0.1333333333333333
ch_53,0.0
ch_54,0.0
ch_55,0.06666666666666665
ch_56,0.1
ch_57,0.0
ch_58,0.0
ch_59,0.9333333333333333
ch_0,0.0
ch_1,0.0
ch_2,0.0
ch_3,0.0
ch_4,0.0
ch_5,0.8
ch_6,0.0
ch_7,0.0
ch_8,0.0
ch_9,0.7666666666666667
ch_10,0.4
ch_11,4.0
ch_12,2.0
ch_13,0.0
ch_14,0.0
ch_15,0.0
ch_16,0.0
ch_17,0.0
